po_number,supplier_id,supplier_name,part_number,expected_date,received_date,qty_ordered,qty_received,inbound_lead_time_days,discrepancy_qty
PO11491,SUP-002,Supplier B,MN-5544,2025-11-06,2025-11-13,375,352,7,23
PO11492,SUP-002,Supplier B,AX-4312,2024-12-30,2025-01-03,389,378,4,11
PO11493,SUP-001,Supplier A,MN-5544,2025-08-20,2025-08-21,77,70,1,7
PO11494,SUP-003,Supplier C,BR-2208,2026-01-01,2026-01-02,214,193,1,21
PO11495,SUP-002,Supplier B,ZX-9910,2025-10-23,2025-10-29,145,111,6,34
PO11496,SUP-002,Supplier B,AX-4312,2024-04-14,2024-04-19,365,360,5,5
PO11497,SUP-002,Supplier B,MN-5544,2025-11-23,2025-12-02,105,66,9,39
PO11498,SUP-003,Supplier C,ZX-9910,2024-03-25,2024-04-01,153,141,7,12
PO11499,SUP-003,Supplier C,AX-4312,2025-10-27,2025-11-02,307,300,6,7
PO11500,SUP-002,Supplier B,AX-4312,2025-02-18,2025-03-01,231,194,11,37
PO11501,SUP-001,Supplier A,ZX-9910,2024-08-18,2024-08-29,325,314,11,11
PO11502,SUP-001,Supplier A,MN-5544,2025-04-19,2025-04-30,336,310,11,26
PO11503,SUP-003,Supplier C,CL-7781,2025-01-26,2025-02-05,396,362,10,34
PO11504,SUP-002,Supplier B,CL-7781,2025-11-24,2025-11-25,340,330,1,10
PO11505,SUP-003,Supplier C,AX-4312,2025-10-20,2025-10-31,353,319,11,34
PO11506,SUP-002,Supplier B,MN-5544,2025-01-19,2025-01-25,215,185,6,30
PO11507,SUP-003,Supplier C,ZX-9910,2024-11-18,2024-11-26,163,132,8,31
PO11508,SUP-003,Supplier C,ZX-9910,2025-05-23,2025-05-27,232,218,4,14
PO11509,SUP-001,Supplier A,CL-7781,2024-09-12,2024-09-23,52,37,11,15
PO11510,SUP-001,Supplier A,CL-7781,2026-02-11,2026-02-16,390,381,5,9
PO11511,SUP-001,Supplier A,BR-2208,2025-03-17,2025-03-20,74,71,3,3
PO11512,SUP-001,Supplier A,CL-7781,2025-10-20,2025-10-23,220,219,3,1
PO11513,SUP-002,Supplier B,ZX-9910,2025-08-20,2025-08-30,110,86,10,24
PO11514,SUP-003,Supplier C,AX-4312,2024-12-16,2024-12-20,97,79,4,18
PO11515,SUP-001,Supplier A,AX-4312,2025-02-22,2025-03-01,188,155,7,33
PO11516,SUP-003,Supplier C,AX-4312,2025-12-04,2025-12-11,77,73,7,4
PO11517,SUP-002,Supplier B,BR-2208,2025-01-11,2025-01-22,100,80,11,20
PO11518,SUP-003,Supplier C,AX-4312,2025-10-09,2025-10-11,295,276,2,19
PO11519,SUP-002,Supplier B,CL-7781,2024-05-25,2024-05-31,63,53,6,10
PO11520,SUP-001,Supplier A,MN-5544,2026-01-25,2026-02-05,238,221,11,17
PO11521,SUP-001,Supplier A,CL-7781,2024-07-04,2024-07-15,104,87,11,17
PO11522,SUP-003,Supplier C,CL-7781,2025-08-05,2025-08-13,124,104,8,20
PO11523,SUP-002,Supplier B,BR-2208,2025-09-10,2025-09-15,392,368,5,24
PO11524,SUP-002,Supplier B,AX-4312,2024-08-15,2024-08-24,231,222,9,9
PO11525,SUP-001,Supplier A,ZX-9910,2025-11-25,2025-12-01,388,388,6,0
PO11526,SUP-001,Supplier A,MN-5544,2024-08-30,2024-09-06,309,309,7,0
PO11527,SUP-003,Supplier C,CL-7781,2024-05-21,2024-05-29,263,247,8,16
PO11528,SUP-002,Supplier B,CL-7781,2025-07-05,2025-07-07,161,129,2,32
PO11529,SUP-001,Supplier A,AX-4312,2025-03-10,2025-03-17,108,94,7,14
PO11530,SUP-001,Supplier A,MN-5544,2025-05-18,2025-05-26,167,148,8,19
PO11531,SUP-001,Supplier A,ZX-9910,2025-05-12,2025-05-18,180,153,6,27
PO11532,SUP-002,Supplier B,MN-5544,2024-10-26,2024-11-03,139,110,8,29
PO11533,SUP-001,Supplier A,AX-4312,2024-07-20,2024-07-22,342,305,2,37
PO11534,SUP-003,Supplier C,MN-5544,2025-01-11,2025-01-13,341,316,2,25
PO11535,SUP-001,Supplier A,CL-7781,2025-08-27,2025-09-07,348,327,11,21
PO11536,SUP-003,Supplier C,BR-2208,2025-11-15,2025-11-19,57,29,4,28
PO11537,SUP-001,Supplier A,ZX-9910,2024-09-30,2024-10-08,258,239,8,19
PO11538,SUP-002,Supplier B,MN-5544,2025-03-07,2025-03-11,193,187,4,6
PO11539,SUP-003,Supplier C,ZX-9910,2024-06-12,2024-06-23,288,262,11,26
PO11540,SUP-002,Supplier B,ZX-9910,2025-12-23,2025-12-28,264,241,5,23
PO11541,SUP-002,Supplier B,MN-5544,2024-07-18,2024-07-27,228,209,9,19
PO11542,SUP-001,Supplier A,MN-5544,2026-01-20,2026-01-25,283,267,5,16
PO11543,SUP-003,Supplier C,AX-4312,2024-09-24,2024-10-01,362,355,7,7
PO11544,SUP-003,Supplier C,MN-5544,2024-08-16,2024-08-21,271,252,5,19
PO11545,SUP-002,Supplier B,MN-5544,2024-04-28,2024-05-05,358,347,7,11
PO11546,SUP-003,Supplier C,AX-4312,2024-11-27,2024-11-28,322,293,1,29
PO11547,SUP-001,Supplier A,ZX-9910,2024-12-27,2024-12-30,60,27,3,33
PO11548,SUP-001,Supplier A,BR-2208,2024-10-05,2024-10-07,120,87,2,33
PO11549,SUP-003,Supplier C,CL-7781,2026-01-07,2026-01-18,325,288,11,37
PO11550,SUP-002,Supplier B,MN-5544,2025-08-28,2025-09-05,101,87,8,14
PO11551,SUP-002,Supplier B,ZX-9910,2025-11-05,2025-11-10,133,131,5,2
PO11552,SUP-003,Supplier C,BR-2208,2025-11-19,2025-11-24,175,136,5,39
PO11553,SUP-001,Supplier A,CL-7781,2024-05-31,2024-06-08,345,323,8,22
PO11554,SUP-003,Supplier C,ZX-9910,2026-01-07,2026-01-15,159,152,8,7
PO11555,SUP-002,Supplier B,ZX-9910,2025-06-07,2025-06-15,109,100,8,9
PO11556,SUP-003,Supplier C,BR-2208,2024-06-29,2024-07-06,77,42,7,35
PO11557,SUP-001,Supplier A,CL-7781,2026-01-08,2026-01-12,150,125,4,25
PO11558,SUP-002,Supplier B,ZX-9910,2025-01-20,2025-01-26,53,23,6,30
PO11559,SUP-001,Supplier A,BR-2208,2024-08-24,2024-08-26,215,192,2,23
PO11560,SUP-002,Supplier B,AX-4312,2025-10-06,2025-10-14,327,326,8,1
PO11561,SUP-002,Supplier B,AX-4312,2025-10-12,2025-10-19,60,33,7,27
PO11562,SUP-001,Supplier A,AX-4312,2026-02-19,2026-02-24,241,204,5,37
PO11563,SUP-002,Supplier B,BR-2208,2025-06-19,2025-06-29,177,154,10,23
PO11564,SUP-003,Supplier C,MN-5544,2025-10-17,2025-10-20,161,139,3,22
PO11565,SUP-001,Supplier A,ZX-9910,2024-12-28,2024-12-29,114,84,1,30
PO11566,SUP-001,Supplier A,AX-4312,2026-01-07,2026-01-17,362,329,10,33
PO11567,SUP-003,Supplier C,ZX-9910,2024-10-18,2024-10-27,327,315,9,12
PO11568,SUP-003,Supplier C,ZX-9910,2024-05-02,2024-05-11,225,208,9,17
PO11569,SUP-001,Supplier A,MN-5544,2024-09-18,2024-09-21,155,141,3,14
PO11570,SUP-002,Supplier B,AX-4312,2024-11-05,2024-11-12,216,204,7,12
PO11571,SUP-001,Supplier A,AX-4312,2025-07-21,2025-07-22,81,73,1,8
PO11572,SUP-001,Supplier A,BR-2208,2025-04-19,2025-04-27,197,172,8,25
PO11573,SUP-003,Supplier C,MN-5544,2024-08-28,2024-09-08,131,119,11,12
PO11574,SUP-001,Supplier A,ZX-9910,2025-10-22,2025-10-31,381,344,9,37
PO11575,SUP-002,Supplier B,CL-7781,2024-11-26,2024-11-29,376,342,3,34
PO11576,SUP-001,Supplier A,AX-4312,2025-02-21,2025-02-23,344,341,2,3
PO11577,SUP-001,Supplier A,CL-7781,2024-09-15,2024-09-26,394,363,11,31
PO11578,SUP-002,Supplier B,MN-5544,2024-11-12,2024-11-20,386,350,8,36
PO11579,SUP-001,Supplier A,AX-4312,2025-07-28,2025-08-03,126,101,6,25
PO11580,SUP-001,Supplier A,MN-5544,2024-12-17,2024-12-23,181,143,6,38
PO11581,SUP-003,Supplier C,ZX-9910,2025-06-26,2025-07-04,330,318,8,12
PO11582,SUP-001,Supplier A,AX-4312,2026-01-20,2026-01-31,240,203,11,37
PO11583,SUP-002,Supplier B,MN-5544,2024-12-10,2024-12-18,269,240,8,29
PO11584,SUP-003,Supplier C,CL-7781,2024-03-05,2024-03-08,180,147,3,33
PO11585,SUP-001,Supplier A,BR-2208,2024-08-03,2024-08-09,145,108,6,37
PO11586,SUP-002,Supplier B,CL-7781,2024-05-13,2024-05-21,296,289,8,7
PO11587,SUP-002,Supplier B,MN-5544,2025-09-29,2025-10-08,55,42,9,13
PO11588,SUP-003,Supplier C,MN-5544,2024-05-21,2024-05-24,305,294,3,11
PO11589,SUP-002,Supplier B,MN-5544,2025-09-14,2025-09-15,364,334,1,30
PO11590,SUP-003,Supplier C,CL-7781,2025-06-18,2025-06-23,239,215,5,24
PO11591,SUP-003,Supplier C,AX-4312,2024-07-22,2024-07-31,336,316,9,20
PO11592,SUP-002,Supplier B,BR-2208,2025-11-22,2025-12-02,133,95,10,38
PO11593,SUP-001,Supplier A,MN-5544,2024-10-05,2024-10-11,62,43,6,19
PO11594,SUP-002,Supplier B,MN-5544,2024-09-26,2024-09-30,254,238,4,16
PO11595,SUP-003,Supplier C,BR-2208,2024-04-19,2024-04-25,322,299,6,23
PO11596,SUP-002,Supplier B,BR-2208,2025-06-11,2025-06-21,377,351,10,26
PO11597,SUP-002,Supplier B,CL-7781,2024-04-18,2024-04-25,223,216,7,7
PO11598,SUP-002,Supplier B,BR-2208,2024-07-19,2024-07-27,364,339,8,25
PO11599,SUP-003,Supplier C,CL-7781,2026-02-12,2026-02-23,318,280,11,38
PO11600,SUP-001,Supplier A,ZX-9910,2025-08-01,2025-08-06,205,181,5,24
PO11601,SUP-003,Supplier C,BR-2208,2024-11-18,2024-11-25,51,34,7,17
PO11602,SUP-001,Supplier A,BR-2208,2025-11-20,2025-11-21,335,297,1,38
PO11603,SUP-003,Supplier C,MN-5544,2024-10-06,2024-10-08,270,241,2,29
PO11604,SUP-003,Supplier C,MN-5544,2026-01-20,2026-01-22,318,298,2,20
PO11605,SUP-002,Supplier B,AX-4312,2025-11-30,2025-12-05,161,145,5,16
PO11606,SUP-003,Supplier C,ZX-9910,2024-08-16,2024-08-24,165,151,8,14
PO11607,SUP-003,Supplier C,ZX-9910,2025-10-06,2025-10-15,229,220,9,9
PO11608,SUP-001,Supplier A,ZX-9910,2025-09-15,2025-09-20,229,200,5,29
PO11609,SUP-003,Supplier C,MN-5544,2025-01-25,2025-01-26,362,354,1,8
PO11610,SUP-001,Supplier A,MN-5544,2025-11-17,2025-11-23,50,16,6,34
PO11611,SUP-001,Supplier A,AX-4312,2025-12-10,2025-12-21,147,132,11,15
PO11612,SUP-001,Supplier A,CL-7781,2024-03-09,2024-03-18,337,323,9,14
PO11613,SUP-003,Supplier C,CL-7781,2024-03-25,2024-03-26,286,273,1,13
PO11614,SUP-002,Supplier B,ZX-9910,2025-12-11,2025-12-20,121,95,9,26
PO11615,SUP-003,Supplier C,CL-7781,2024-11-30,2024-12-01,156,117,1,39
PO11616,SUP-003,Supplier C,MN-5544,2025-10-04,2025-10-14,239,229,10,10
PO11617,SUP-003,Supplier C,ZX-9910,2024-12-23,2024-12-30,220,190,7,30
PO11618,SUP-003,Supplier C,BR-2208,2025-07-06,2025-07-07,270,250,1,20
PO11619,SUP-003,Supplier C,CL-7781,2025-05-23,2025-05-28,105,100,5,5
PO11620,SUP-001,Supplier A,ZX-9910,2025-09-30,2025-10-06,151,115,6,36
PO11621,SUP-003,Supplier C,MN-5544,2024-03-21,2024-03-24,359,352,3,7
PO11622,SUP-002,Supplier B,ZX-9910,2024-11-29,2024-12-08,276,266,9,10
PO11623,SUP-002,Supplier B,AX-4312,2025-08-10,2025-08-18,354,334,8,20
PO11624,SUP-002,Supplier B,CL-7781,2024-11-07,2024-11-10,112,73,3,39
PO11625,SUP-002,Supplier B,AX-4312,2025-09-27,2025-09-30,205,189,3,16
PO11626,SUP-001,Supplier A,MN-5544,2025-10-16,2025-10-22,196,159,6,37
PO11627,SUP-001,Supplier A,BR-2208,2024-07-22,2024-07-24,87,51,2,36
PO11628,SUP-001,Supplier A,CL-7781,2024-05-03,2024-05-06,293,290,3,3
PO11629,SUP-002,Supplier B,ZX-9910,2024-09-11,2024-09-17,267,232,6,35
PO11630,SUP-002,Supplier B,CL-7781,2025-05-16,2025-05-26,318,287,10,31
PO11631,SUP-002,Supplier B,MN-5544,2025-09-07,2025-09-08,154,119,1,35
PO11632,SUP-003,Supplier C,CL-7781,2025-02-01,2025-02-08,237,219,7,18
PO11633,SUP-002,Supplier B,BR-2208,2025-11-08,2025-11-18,301,267,10,34
PO11634,SUP-003,Supplier C,AX-4312,2024-06-28,2024-07-06,233,206,8,27
PO11635,SUP-003,Supplier C,ZX-9910,2025-11-03,2025-11-04,259,220,1,39
PO11636,SUP-002,Supplier B,AX-4312,2025-06-14,2025-06-15,257,254,1,3
PO11637,SUP-001,Supplier A,ZX-9910,2026-02-20,2026-02-26,186,171,6,15
PO11638,SUP-003,Supplier C,AX-4312,2025-11-18,2025-11-26,125,95,8,30
PO11639,SUP-003,Supplier C,MN-5544,2024-09-16,2024-09-24,191,167,8,24
PO11640,SUP-002,Supplier B,MN-5544,2024-07-26,2024-07-28,116,93,2,23
PO11641,SUP-003,Supplier C,BR-2208,2025-04-17,2025-04-23,122,97,6,25
PO11642,SUP-001,Supplier A,MN-5544,2025-04-19,2025-04-23,59,41,4,18
PO11643,SUP-001,Supplier A,ZX-9910,2024-05-08,2024-05-11,201,197,3,4
PO11644,SUP-003,Supplier C,ZX-9910,2024-09-29,2024-10-02,332,317,3,15
PO11645,SUP-002,Supplier B,AX-4312,2025-01-14,2025-01-15,320,286,1,34
PO11646,SUP-003,Supplier C,BR-2208,2024-04-24,2024-05-03,230,205,9,25
PO11647,SUP-001,Supplier A,ZX-9910,2024-05-16,2024-05-18,389,378,2,11
PO11648,SUP-001,Supplier A,CL-7781,2025-02-19,2025-02-26,181,159,7,22
PO11649,SUP-003,Supplier C,BR-2208,2025-06-08,2025-06-15,178,154,7,24
PO11650,SUP-001,Supplier A,ZX-9910,2025-04-09,2025-04-11,207,205,2,2
PO11651,SUP-001,Supplier A,BR-2208,2024-03-26,2024-04-05,198,174,10,24
PO11652,SUP-001,Supplier A,MN-5544,2024-09-26,2024-09-30,165,144,4,21
PO11653,SUP-002,Supplier B,MN-5544,2026-01-22,2026-01-27,343,329,5,14
PO11654,SUP-002,Supplier B,AX-4312,2024-08-18,2024-08-28,299,285,10,14
PO11655,SUP-002,Supplier B,MN-5544,2024-11-27,2024-12-06,326,303,9,23
PO11656,SUP-001,Supplier A,CL-7781,2024-08-22,2024-08-31,119,97,9,22
PO11657,SUP-002,Supplier B,BR-2208,2025-07-03,2025-07-07,140,123,4,17
PO11658,SUP-001,Supplier A,AX-4312,2025-09-18,2025-09-23,276,255,5,21
PO11659,SUP-003,Supplier C,MN-5544,2026-02-06,2026-02-14,200,198,8,2
PO11660,SUP-001,Supplier A,BR-2208,2024-08-29,2024-09-06,291,282,8,9
PO11661,SUP-002,Supplier B,ZX-9910,2025-12-31,2026-01-09,229,222,9,7
PO11662,SUP-001,Supplier A,ZX-9910,2025-08-10,2025-08-17,252,248,7,4
PO11663,SUP-001,Supplier A,AX-4312,2025-11-11,2025-11-21,286,250,10,36
PO11664,SUP-003,Supplier C,ZX-9910,2025-09-03,2025-09-11,286,249,8,37
PO11665,SUP-001,Supplier A,AX-4312,2026-02-21,2026-02-26,122,121,5,1
PO11666,SUP-002,Supplier B,ZX-9910,2026-01-17,2026-01-18,237,208,1,29
PO11667,SUP-002,Supplier B,ZX-9910,2024-10-23,2024-11-03,157,146,11,11
PO11668,SUP-002,Supplier B,CL-7781,2025-01-10,2025-01-17,139,127,7,12
PO11669,SUP-002,Supplier B,AX-4312,2025-09-26,2025-10-07,269,240,11,29
PO11670,SUP-003,Supplier C,MN-5544,2024-04-30,2024-05-09,152,122,9,30
PO11671,SUP-002,Supplier B,MN-5544,2025-09-14,2025-09-24,233,200,10,33
PO11672,SUP-002,Supplier B,BR-2208,2024-11-26,2024-12-03,80,56,7,24
PO11673,SUP-001,Supplier A,AX-4312,2024-08-11,2024-08-12,327,288,1,39
PO11674,SUP-002,Supplier B,BR-2208,2025-11-04,2025-11-09,160,160,5,0
PO11675,SUP-001,Supplier A,ZX-9910,2026-01-26,2026-01-27,298,278,1,20
PO11676,SUP-003,Supplier C,MN-5544,2025-03-28,2025-03-29,71,34,1,37
PO11677,SUP-001,Supplier A,BR-2208,2025-09-18,2025-09-21,257,250,3,7
PO11678,SUP-002,Supplier B,MN-5544,2024-09-06,2024-09-07,66,41,1,25
PO11679,SUP-001,Supplier A,AX-4312,2025-04-24,2025-04-25,215,199,1,16
PO11680,SUP-001,Supplier A,CL-7781,2024-08-07,2024-08-13,212,199,6,13
PO11681,SUP-003,Supplier C,ZX-9910,2025-10-23,2025-10-31,192,166,8,26
PO11682,SUP-003,Supplier C,CL-7781,2024-12-27,2024-12-28,294,260,1,34
PO11683,SUP-002,Supplier B,CL-7781,2024-10-17,2024-10-23,246,225,6,21
PO11684,SUP-001,Supplier A,MN-5544,2024-08-01,2024-08-11,354,332,10,22
PO11685,SUP-002,Supplier B,MN-5544,2025-07-28,2025-08-06,75,71,9,4
PO11686,SUP-001,Supplier A,BR-2208,2024-11-09,2024-11-19,69,64,10,5
PO11687,SUP-002,Supplier B,MN-5544,2025-06-01,2025-06-07,108,91,6,17
PO11688,SUP-001,Supplier A,CL-7781,2024-05-09,2024-05-13,322,309,4,13
PO11689,SUP-001,Supplier A,ZX-9910,2025-10-07,2025-10-14,93,79,7,14
PO11690,SUP-001,Supplier A,CL-7781,2025-08-06,2025-08-09,112,78,3,34
PO11691,SUP-001,Supplier A,MN-5544,2025-08-14,2025-08-15,149,115,1,34
PO11692,SUP-001,Supplier A,AX-4312,2024-05-17,2024-05-27,93,54,10,39
PO11693,SUP-001,Supplier A,CL-7781,2025-09-01,2025-09-09,366,350,8,16
PO11694,SUP-003,Supplier C,CL-7781,2024-05-08,2024-05-15,99,99,7,0
PO11695,SUP-003,Supplier C,AX-4312,2025-12-09,2025-12-12,337,302,3,35
PO11696,SUP-001,Supplier A,MN-5544,2025-07-02,2025-07-08,363,350,6,13
PO11697,SUP-002,Supplier B,BR-2208,2024-06-02,2024-06-07,288,285,5,3
PO11698,SUP-003,Supplier C,ZX-9910,2025-08-01,2025-08-09,236,221,8,15
PO11699,SUP-002,Supplier B,MN-5544,2025-11-04,2025-11-08,395,368,4,27
PO11700,SUP-002,Supplier B,ZX-9910,2024-05-22,2024-05-24,336,334,2,2
PO11701,SUP-002,Supplier B,CL-7781,2024-11-01,2024-11-07,185,162,6,23
PO11702,SUP-002,Supplier B,ZX-9910,2025-05-05,2025-05-16,208,200,11,8
PO11703,SUP-003,Supplier C,AX-4312,2025-05-08,2025-05-15,94,93,7,1
PO11704,SUP-001,Supplier A,BR-2208,2025-01-27,2025-02-04,120,82,8,38
PO11705,SUP-002,Supplier B,CL-7781,2025-05-19,2025-05-29,174,159,10,15
PO11706,SUP-003,Supplier C,ZX-9910,2024-04-17,2024-04-20,335,326,3,9
PO11707,SUP-003,Supplier C,CL-7781,2024-03-28,2024-04-03,195,191,6,4
PO11708,SUP-002,Supplier B,AX-4312,2024-05-06,2024-05-11,270,232,5,38
PO11709,SUP-002,Supplier B,MN-5544,2025-12-08,2025-12-10,220,198,2,22
PO11710,SUP-001,Supplier A,CL-7781,2024-11-15,2024-11-20,399,394,5,5
PO11711,SUP-001,Supplier A,BR-2208,2025-03-02,2025-03-10,171,168,8,3
PO11712,SUP-001,Supplier A,AX-4312,2025-04-04,2025-04-11,55,24,7,31
PO11713,SUP-001,Supplier A,CL-7781,2025-10-17,2025-10-27,195,181,10,14
PO11714,SUP-002,Supplier B,BR-2208,2024-10-02,2024-10-10,145,137,8,8
PO11715,SUP-002,Supplier B,ZX-9910,2026-01-14,2026-01-19,251,232,5,19
PO11716,SUP-002,Supplier B,MN-5544,2025-02-15,2025-02-21,161,159,6,2
PO11717,SUP-001,Supplier A,CL-7781,2024-08-24,2024-09-03,188,172,10,16
PO11718,SUP-003,Supplier C,CL-7781,2025-08-30,2025-09-03,386,368,4,18
PO11719,SUP-001,Supplier A,BR-2208,2025-04-11,2025-04-16,263,258,5,5
PO11720,SUP-002,Supplier B,CL-7781,2026-01-08,2026-01-11,71,71,3,0
PO11721,SUP-002,Supplier B,BR-2208,2025-02-28,2025-03-04,199,189,4,10
PO11722,SUP-002,Supplier B,BR-2208,2024-05-05,2024-05-16,52,44,11,8
PO11723,SUP-002,Supplier B,MN-5544,2024-11-20,2024-11-27,319,287,7,32
PO11724,SUP-002,Supplier B,MN-5544,2025-01-15,2025-01-17,162,154,2,8
PO11725,SUP-002,Supplier B,CL-7781,2024-05-31,2024-06-07,251,233,7,18
PO11726,SUP-002,Supplier B,ZX-9910,2024-05-04,2024-05-09,96,74,5,22
PO11727,SUP-001,Supplier A,AX-4312,2024-07-18,2024-07-27,286,262,9,24
PO11728,SUP-002,Supplier B,MN-5544,2024-11-17,2024-11-27,255,226,10,29
PO11729,SUP-002,Supplier B,AX-4312,2024-04-07,2024-04-14,176,152,7,24
PO11730,SUP-002,Supplier B,BR-2208,2025-01-22,2025-01-25,165,132,3,33
PO11731,SUP-002,Supplier B,BR-2208,2025-06-27,2025-07-07,148,138,10,10
PO11732,SUP-002,Supplier B,AX-4312,2025-07-21,2025-08-01,134,114,11,20
PO11733,SUP-002,Supplier B,BR-2208,2025-03-22,2025-03-28,222,216,6,6
PO11734,SUP-001,Supplier A,CL-7781,2024-05-20,2024-05-27,258,257,7,1
PO11735,SUP-003,Supplier C,MN-5544,2025-07-29,2025-08-07,347,330,9,17
PO11736,SUP-002,Supplier B,ZX-9910,2024-12-23,2024-12-29,380,365,6,15
PO11737,SUP-002,Supplier B,MN-5544,2024-09-16,2024-09-17,292,275,1,17
PO11738,SUP-003,Supplier C,BR-2208,2025-03-25,2025-03-28,236,211,3,25
PO11739,SUP-001,Supplier A,CL-7781,2025-06-02,2025-06-08,288,277,6,11
PO11740,SUP-001,Supplier A,CL-7781,2025-01-16,2025-01-20,295,294,4,1
PO11741,SUP-003,Supplier C,ZX-9910,2025-03-18,2025-03-28,364,338,10,26
PO11742,SUP-001,Supplier A,ZX-9910,2025-03-27,2025-04-07,128,121,11,7
PO11743,SUP-002,Supplier B,BR-2208,2024-07-08,2024-07-15,240,201,7,39
PO11744,SUP-003,Supplier C,ZX-9910,2025-03-06,2025-03-17,66,50,11,16
PO11745,SUP-001,Supplier A,CL-7781,2025-03-16,2025-03-24,341,321,8,20
PO11746,SUP-003,Supplier C,AX-4312,2024-03-14,2024-03-22,374,349,8,25
PO11747,SUP-002,Supplier B,AX-4312,2024-12-10,2024-12-14,333,305,4,28
PO11748,SUP-002,Supplier B,CL-7781,2024-10-10,2024-10-15,200,185,5,15
PO11749,SUP-001,Supplier A,MN-5544,2024-06-28,2024-07-08,120,84,10,36
PO11750,SUP-002,Supplier B,MN-5544,2025-07-18,2025-07-21,277,259,3,18
PO11751,SUP-002,Supplier B,MN-5544,2025-04-25,2025-05-05,70,34,10,36
PO11752,SUP-003,Supplier C,BR-2208,2025-04-19,2025-04-30,360,332,11,28
PO11753,SUP-003,Supplier C,MN-5544,2025-03-24,2025-03-28,330,325,4,5
PO11754,SUP-002,Supplier B,CL-7781,2024-11-23,2024-11-27,273,258,4,15
PO11755,SUP-001,Supplier A,CL-7781,2024-09-23,2024-09-25,79,61,2,18
PO11756,SUP-001,Supplier A,AX-4312,2025-05-03,2025-05-10,83,71,7,12
PO11757,SUP-002,Supplier B,BR-2208,2025-09-20,2025-10-01,367,339,11,28
PO11758,SUP-002,Supplier B,ZX-9910,2024-12-22,2024-12-26,71,36,4,35
PO11759,SUP-002,Supplier B,CL-7781,2024-03-28,2024-04-06,280,262,9,18
PO11760,SUP-002,Supplier B,BR-2208,2024-05-19,2024-05-25,119,105,6,14
PO11761,SUP-001,Supplier A,CL-7781,2024-05-16,2024-05-25,197,189,9,8
PO11762,SUP-003,Supplier C,ZX-9910,2025-02-08,2025-02-12,99,82,4,17
PO11763,SUP-002,Supplier B,ZX-9910,2024-09-28,2024-10-03,392,382,5,10
PO11764,SUP-001,Supplier A,MN-5544,2024-06-09,2024-06-14,327,324,5,3
PO11765,SUP-001,Supplier A,MN-5544,2025-05-13,2025-05-15,126,118,2,8
PO11766,SUP-002,Supplier B,CL-7781,2025-07-17,2025-07-27,144,138,10,6
PO11767,SUP-001,Supplier A,ZX-9910,2025-04-29,2025-05-03,196,167,4,29
PO11768,SUP-001,Supplier A,CL-7781,2024-07-27,2024-07-30,390,360,3,30
PO11769,SUP-002,Supplier B,CL-7781,2025-03-01,2025-03-04,144,113,3,31
PO11770,SUP-001,Supplier A,CL-7781,2025-08-31,2025-09-02,236,227,2,9
PO11771,SUP-002,Supplier B,ZX-9910,2024-05-05,2024-05-07,243,220,2,23
PO11772,SUP-003,Supplier C,AX-4312,2024-09-30,2024-10-01,193,178,1,15
PO11773,SUP-001,Supplier A,AX-4312,2025-05-23,2025-05-30,294,264,7,30
PO11774,SUP-001,Supplier A,ZX-9910,2025-07-09,2025-07-20,137,137,11,0
PO11775,SUP-001,Supplier A,ZX-9910,2024-12-30,2025-01-10,390,387,11,3
PO11776,SUP-002,Supplier B,MN-5544,2026-01-25,2026-02-01,355,344,7,11
PO11777,SUP-001,Supplier A,BR-2208,2024-05-29,2024-05-30,274,264,1,10
PO11778,SUP-001,Supplier A,MN-5544,2024-05-20,2024-05-21,96,69,1,27
PO11779,SUP-002,Supplier B,BR-2208,2024-05-24,2024-05-29,155,149,5,6
PO11780,SUP-002,Supplier B,BR-2208,2025-08-27,2025-08-29,155,132,2,23
PO11781,SUP-002,Supplier B,BR-2208,2024-05-24,2024-05-28,157,139,4,18
PO11782,SUP-002,Supplier B,AX-4312,2025-05-18,2025-05-28,345,335,10,10
PO11783,SUP-002,Supplier B,MN-5544,2026-02-09,2026-02-12,61,59,3,2
PO11784,SUP-001,Supplier A,AX-4312,2025-06-26,2025-07-06,332,331,10,1
PO11785,SUP-002,Supplier B,AX-4312,2025-10-04,2025-10-05,193,192,1,1
PO11786,SUP-003,Supplier C,MN-5544,2025-02-21,2025-02-27,79,60,6,19
PO11787,SUP-002,Supplier B,ZX-9910,2025-04-25,2025-05-01,333,309,6,24
PO11788,SUP-002,Supplier B,AX-4312,2025-08-19,2025-08-29,347,308,10,39
PO11789,SUP-003,Supplier C,AX-4312,2025-09-29,2025-09-30,382,346,1,36
PO11790,SUP-002,Supplier B,ZX-9910,2024-08-23,2024-08-29,257,236,6,21
PO11791,SUP-002,Supplier B,MN-5544,2025-08-28,2025-09-06,291,265,9,26
PO11792,SUP-001,Supplier A,ZX-9910,2024-04-21,2024-04-30,385,352,9,33
PO11793,SUP-001,Supplier A,CL-7781,2024-11-03,2024-11-13,138,137,10,1
PO11794,SUP-003,Supplier C,BR-2208,2025-10-17,2025-10-25,122,111,8,11
PO11795,SUP-003,Supplier C,AX-4312,2025-07-21,2025-07-31,250,241,10,9
PO11796,SUP-002,Supplier B,CL-7781,2025-01-30,2025-02-08,275,256,9,19
PO11797,SUP-003,Supplier C,MN-5544,2025-12-27,2026-01-03,109,108,7,1
PO11798,SUP-002,Supplier B,CL-7781,2025-12-11,2025-12-12,173,138,1,35
