order_number,customer_id,customer_name,part_number,order_date,promise_date,shipped_date,qty_ordered,qty_shipped,backorder_qty,otif_flag,fill_rate
SO21549,CUST-002,Customer Y,BR-2208,2024-04-28,2024-05-01,2024-05-02,7,5,2,0,0.7142857142857143
SO21550,CUST-001,Customer X,CL-7781,2025-07-21,2025-07-23,2025-07-22,24,15,9,0,0.625
SO21551,CUST-002,Customer Y,AX-4312,2025-04-06,2025-04-07,2025-04-07,19,13,6,0,0.6842105263157895
SO21552,CUST-001,Customer X,AX-4312,2025-10-17,2025-10-19,2025-10-18,33,24,9,0,0.7272727272727273
SO21553,CUST-001,Customer X,CL-7781,2026-02-02,2026-02-03,2026-02-04,27,26,1,0,0.9629629629629629
SO21554,CUST-003,Customer Z,CL-7781,2025-06-05,2025-06-08,2025-06-09,8,5,3,0,0.625
SO21555,CUST-001,Customer X,ZX-9910,2025-11-01,2025-11-02,2025-11-04,7,3,4,0,0.42857142857142855
SO21556,CUST-002,Customer Y,CL-7781,2024-11-21,2024-11-22,2024-11-22,8,8,0,1,1.0
SO21557,CUST-002,Customer Y,AX-4312,2025-10-29,2025-11-01,2025-10-31,37,32,5,0,0.8648648648648649
SO21558,CUST-003,Customer Z,BR-2208,2024-07-17,2024-07-20,2024-07-21,5,0,5,0,0.0
SO21559,CUST-003,Customer Z,MN-5544,2024-06-24,2024-06-27,2024-06-26,30,25,5,0,0.8333333333333334
SO21560,CUST-001,Customer X,CL-7781,2024-09-20,2024-09-21,2024-09-23,18,13,5,0,0.7222222222222222
SO21561,CUST-001,Customer X,ZX-9910,2025-01-21,2025-01-23,2025-01-25,24,19,5,0,0.7916666666666666
SO21562,CUST-002,Customer Y,CL-7781,2024-03-15,2024-03-18,2024-03-18,38,32,6,0,0.8421052631578947
SO21563,CUST-002,Customer Y,AX-4312,2025-06-01,2025-06-02,2025-06-01,5,0,5,0,0.0
SO21564,CUST-003,Customer Z,ZX-9910,2024-12-24,2024-12-27,2024-12-29,12,12,0,0,1.0
SO21565,CUST-003,Customer Z,MN-5544,2024-08-23,2024-08-25,2024-08-24,33,33,0,1,1.0
SO21566,CUST-002,Customer Y,ZX-9910,2025-03-05,2025-03-06,2025-03-06,14,11,3,0,0.7857142857142857
SO21567,CUST-001,Customer X,ZX-9910,2025-03-14,2025-03-15,2025-03-16,9,8,1,0,0.8888888888888888
SO21568,CUST-003,Customer Z,BR-2208,2024-11-29,2024-12-03,2024-12-02,35,29,6,0,0.8285714285714286
SO21569,CUST-002,Customer Y,BR-2208,2024-07-17,2024-07-18,2024-07-20,26,22,4,0,0.8461538461538461
SO21570,CUST-003,Customer Z,ZX-9910,2024-10-07,2024-10-10,2024-10-10,29,25,4,0,0.8620689655172413
SO21571,CUST-003,Customer Z,ZX-9910,2024-09-08,2024-09-09,2024-09-10,6,6,0,0,1.0
SO21572,CUST-001,Customer X,ZX-9910,2024-08-09,2024-08-13,2024-08-12,8,6,2,0,0.75
SO21573,CUST-002,Customer Y,ZX-9910,2025-01-02,2025-01-04,2025-01-04,38,35,3,0,0.9210526315789473
SO21574,CUST-002,Customer Y,MN-5544,2025-01-09,2025-01-11,2025-01-13,23,15,8,0,0.6521739130434783
SO21575,CUST-002,Customer Y,ZX-9910,2024-05-17,2024-05-20,2024-05-20,17,15,2,0,0.8823529411764706
SO21576,CUST-003,Customer Z,MN-5544,2024-04-21,2024-04-22,2024-04-23,13,7,6,0,0.5384615384615384
SO21577,CUST-001,Customer X,BR-2208,2025-03-11,2025-03-13,2025-03-15,7,6,1,0,0.8571428571428571
SO21578,CUST-001,Customer X,CL-7781,2025-07-11,2025-07-14,2025-07-16,27,20,7,0,0.7407407407407407
SO21579,CUST-001,Customer X,BR-2208,2025-03-05,2025-03-06,2025-03-05,11,3,8,0,0.2727272727272727
SO21580,CUST-001,Customer X,MN-5544,2025-11-09,2025-11-13,2025-11-12,18,16,2,0,0.8888888888888888
SO21581,CUST-001,Customer X,MN-5544,2025-09-17,2025-09-20,2025-09-21,28,25,3,0,0.8928571428571429
SO21582,CUST-003,Customer Z,BR-2208,2024-07-05,2024-07-07,2024-07-09,9,7,2,0,0.7777777777777778
SO21583,CUST-003,Customer Z,AX-4312,2024-11-13,2024-11-16,2024-11-18,18,15,3,0,0.8333333333333334
SO21584,CUST-003,Customer Z,AX-4312,2025-01-01,2025-01-05,2025-01-05,35,30,5,0,0.8571428571428571
SO21585,CUST-001,Customer X,ZX-9910,2025-03-28,2025-03-31,2025-04-01,33,31,2,0,0.9393939393939394
SO21586,CUST-003,Customer Z,AX-4312,2025-11-21,2025-11-24,2025-11-25,32,23,9,0,0.71875
SO21587,CUST-002,Customer Y,ZX-9910,2024-06-29,2024-07-01,2024-06-30,20,11,9,0,0.55
SO21588,CUST-003,Customer Z,MN-5544,2024-04-15,2024-04-16,2024-04-18,7,3,4,0,0.42857142857142855
SO21589,CUST-001,Customer X,MN-5544,2024-09-07,2024-09-11,2024-09-10,17,10,7,0,0.5882352941176471
SO21590,CUST-002,Customer Y,MN-5544,2025-05-29,2025-06-02,2025-06-01,36,32,4,0,0.8888888888888888
SO21591,CUST-003,Customer Z,CL-7781,2025-02-21,2025-02-25,2025-02-27,25,23,2,0,0.92
SO21592,CUST-002,Customer Y,BR-2208,2024-12-04,2024-12-05,2024-12-07,25,21,4,0,0.84
SO21593,CUST-003,Customer Z,MN-5544,2024-07-28,2024-07-30,2024-07-29,5,0,5,0,0.0
SO21594,CUST-001,Customer X,MN-5544,2024-03-19,2024-03-21,2024-03-21,5,0,5,0,0.0
SO21595,CUST-002,Customer Y,BR-2208,2026-01-05,2026-01-07,2026-01-09,15,13,2,0,0.8666666666666667
SO21596,CUST-001,Customer X,BR-2208,2024-09-24,2024-09-26,2024-09-26,10,5,5,0,0.5
SO21597,CUST-003,Customer Z,ZX-9910,2026-02-11,2026-02-14,2026-02-16,25,24,1,0,0.96
SO21598,CUST-002,Customer Y,BR-2208,2024-08-01,2024-08-03,2024-08-04,30,23,7,0,0.7666666666666667
SO21599,CUST-001,Customer X,BR-2208,2025-03-02,2025-03-06,2025-03-06,27,18,9,0,0.6666666666666666
SO21600,CUST-003,Customer Z,ZX-9910,2026-01-13,2026-01-15,2026-01-16,32,32,0,0,1.0
SO21601,CUST-002,Customer Y,CL-7781,2025-11-15,2025-11-17,2025-11-19,18,14,4,0,0.7777777777777778
SO21602,CUST-001,Customer X,CL-7781,2025-03-08,2025-03-11,2025-03-13,38,30,8,0,0.7894736842105263
SO21603,CUST-001,Customer X,BR-2208,2026-01-08,2026-01-12,2026-01-13,26,20,6,0,0.7692307692307693
SO21604,CUST-002,Customer Y,MN-5544,2025-04-09,2025-04-10,2025-04-09,20,17,3,0,0.85
SO21605,CUST-002,Customer Y,MN-5544,2024-08-05,2024-08-08,2024-08-10,23,19,4,0,0.8260869565217391
SO21606,CUST-001,Customer X,ZX-9910,2025-07-05,2025-07-08,2025-07-09,33,32,1,0,0.9696969696969697
SO21607,CUST-002,Customer Y,ZX-9910,2025-05-14,2025-05-15,2025-05-17,27,25,2,0,0.9259259259259259
SO21608,CUST-001,Customer X,BR-2208,2024-10-27,2024-10-31,2024-10-31,26,26,0,1,1.0
SO21609,CUST-003,Customer Z,ZX-9910,2025-09-13,2025-09-14,2025-09-15,19,10,9,0,0.5263157894736842
SO21610,CUST-002,Customer Y,BR-2208,2024-04-20,2024-04-23,2024-04-22,28,22,6,0,0.7857142857142857
SO21611,CUST-003,Customer Z,MN-5544,2025-11-10,2025-11-13,2025-11-15,14,5,9,0,0.35714285714285715
SO21612,CUST-003,Customer Z,AX-4312,2024-06-02,2024-06-04,2024-06-06,35,30,5,0,0.8571428571428571
SO21613,CUST-001,Customer X,BR-2208,2025-02-16,2025-02-20,2025-02-19,13,11,2,0,0.8461538461538461
SO21614,CUST-001,Customer X,ZX-9910,2026-01-25,2026-01-28,2026-01-27,30,23,7,0,0.7666666666666667
SO21615,CUST-003,Customer Z,BR-2208,2025-09-29,2025-10-03,2025-10-05,23,14,9,0,0.6086956521739131
SO21616,CUST-003,Customer Z,BR-2208,2025-11-16,2025-11-18,2025-11-19,13,4,9,0,0.3076923076923077
SO21617,CUST-002,Customer Y,CL-7781,2024-12-17,2024-12-19,2024-12-19,8,4,4,0,0.5
SO21618,CUST-003,Customer Z,CL-7781,2025-06-06,2025-06-10,2025-06-09,32,27,5,0,0.84375
SO21619,CUST-001,Customer X,ZX-9910,2024-06-19,2024-06-22,2024-06-24,15,11,4,0,0.7333333333333333
SO21620,CUST-003,Customer Z,ZX-9910,2025-01-17,2025-01-19,2025-01-21,22,19,3,0,0.8636363636363636
SO21621,CUST-002,Customer Y,CL-7781,2025-12-19,2025-12-23,2025-12-22,9,9,0,1,1.0
SO21622,CUST-001,Customer X,MN-5544,2025-01-08,2025-01-10,2025-01-10,9,4,5,0,0.4444444444444444
SO21623,CUST-002,Customer Y,MN-5544,2025-03-22,2025-03-25,2025-03-27,29,24,5,0,0.8275862068965517
SO21624,CUST-002,Customer Y,AX-4312,2025-08-28,2025-08-29,2025-08-31,24,23,1,0,0.9583333333333334
SO21625,CUST-003,Customer Z,AX-4312,2025-08-23,2025-08-25,2025-08-26,27,27,0,0,1.0
SO21626,CUST-002,Customer Y,CL-7781,2024-06-13,2024-06-14,2024-06-16,25,24,1,0,0.96
SO21627,CUST-002,Customer Y,AX-4312,2024-04-13,2024-04-17,2024-04-17,35,33,2,0,0.9428571428571428
SO21628,CUST-002,Customer Y,ZX-9910,2024-11-13,2024-11-14,2024-11-13,30,24,6,0,0.8
SO21629,CUST-003,Customer Z,MN-5544,2026-02-24,2026-02-26,2026-02-28,12,6,6,0,0.5
SO21630,CUST-002,Customer Y,ZX-9910,2024-06-17,2024-06-19,2024-06-19,12,10,2,0,0.8333333333333334
SO21631,CUST-002,Customer Y,ZX-9910,2025-11-21,2025-11-23,2025-11-22,27,18,9,0,0.6666666666666666
SO21632,CUST-002,Customer Y,MN-5544,2024-07-02,2024-07-05,2024-07-04,5,0,5,0,0.0
SO21633,CUST-003,Customer Z,AX-4312,2025-11-20,2025-11-21,2025-11-22,7,5,2,0,0.7142857142857143
SO21634,CUST-001,Customer X,BR-2208,2024-03-04,2024-03-07,2024-03-06,35,30,5,0,0.8571428571428571
SO21635,CUST-003,Customer Z,BR-2208,2025-04-01,2025-04-03,2025-04-05,39,34,5,0,0.8717948717948718
SO21636,CUST-002,Customer Y,CL-7781,2025-04-05,2025-04-08,2025-04-08,9,1,8,0,0.1111111111111111
SO21637,CUST-001,Customer X,ZX-9910,2024-10-07,2024-10-11,2024-10-13,23,18,5,0,0.782608695652174
SO21638,CUST-002,Customer Y,BR-2208,2024-05-19,2024-05-22,2024-05-21,25,20,5,0,0.8
SO21639,CUST-001,Customer X,AX-4312,2024-05-15,2024-05-17,2024-05-16,15,7,8,0,0.4666666666666667
SO21640,CUST-003,Customer Z,AX-4312,2024-11-22,2024-11-23,2024-11-22,11,7,4,0,0.6363636363636364
SO21641,CUST-001,Customer X,AX-4312,2025-01-20,2025-01-21,2025-01-20,36,28,8,0,0.7777777777777778
SO21642,CUST-001,Customer X,CL-7781,2025-08-18,2025-08-22,2025-08-21,34,32,2,0,0.9411764705882353
SO21643,CUST-001,Customer X,CL-7781,2024-12-10,2024-12-14,2024-12-13,23,17,6,0,0.7391304347826086
SO21644,CUST-002,Customer Y,MN-5544,2024-09-07,2024-09-09,2024-09-10,31,27,4,0,0.8709677419354839
SO21645,CUST-001,Customer X,ZX-9910,2024-11-02,2024-11-04,2024-11-06,34,28,6,0,0.8235294117647058
SO21646,CUST-001,Customer X,CL-7781,2026-01-31,2026-02-03,2026-02-02,20,14,6,0,0.7
SO21647,CUST-003,Customer Z,AX-4312,2025-03-24,2025-03-28,2025-03-29,31,25,6,0,0.8064516129032258
SO21648,CUST-003,Customer Z,BR-2208,2024-06-04,2024-06-07,2024-06-08,32,30,2,0,0.9375
SO21649,CUST-002,Customer Y,ZX-9910,2025-06-09,2025-06-12,2025-06-12,24,19,5,0,0.7916666666666666
SO21650,CUST-002,Customer Y,CL-7781,2025-11-09,2025-11-10,2025-11-12,36,27,9,0,0.75
SO21651,CUST-001,Customer X,BR-2208,2024-12-11,2024-12-13,2024-12-14,24,23,1,0,0.9583333333333334
SO21652,CUST-001,Customer X,ZX-9910,2024-03-07,2024-03-09,2024-03-10,26,24,2,0,0.9230769230769231
SO21653,CUST-001,Customer X,MN-5544,2024-12-17,2024-12-19,2024-12-18,25,24,1,0,0.96
SO21654,CUST-001,Customer X,ZX-9910,2025-06-27,2025-07-01,2025-06-30,22,16,6,0,0.7272727272727273
SO21655,CUST-003,Customer Z,CL-7781,2024-03-25,2024-03-26,2024-03-28,13,13,0,0,1.0
SO21656,CUST-001,Customer X,ZX-9910,2025-08-06,2025-08-09,2025-08-08,5,4,1,0,0.8
SO21657,CUST-001,Customer X,ZX-9910,2025-03-30,2025-04-03,2025-04-03,36,33,3,0,0.9166666666666666
SO21658,CUST-002,Customer Y,BR-2208,2025-06-01,2025-06-03,2025-06-05,18,15,3,0,0.8333333333333334
SO21659,CUST-002,Customer Y,MN-5544,2025-01-28,2025-01-29,2025-01-29,12,8,4,0,0.6666666666666666
SO21660,CUST-001,Customer X,MN-5544,2024-04-12,2024-04-15,2024-04-17,12,8,4,0,0.6666666666666666
SO21661,CUST-001,Customer X,MN-5544,2024-10-06,2024-10-10,2024-10-12,31,24,7,0,0.7741935483870968
SO21662,CUST-003,Customer Z,CL-7781,2025-05-06,2025-05-07,2025-05-07,39,39,0,1,1.0
SO21663,CUST-001,Customer X,CL-7781,2025-01-28,2025-02-01,2025-02-02,31,31,0,0,1.0
SO21664,CUST-002,Customer Y,BR-2208,2024-10-11,2024-10-15,2024-10-15,35,31,4,0,0.8857142857142857
SO21665,CUST-001,Customer X,ZX-9910,2026-01-26,2026-01-27,2026-01-26,38,37,1,0,0.9736842105263158
SO21666,CUST-001,Customer X,CL-7781,2024-03-14,2024-03-17,2024-03-18,7,7,0,0,1.0
SO21667,CUST-003,Customer Z,CL-7781,2024-12-03,2024-12-05,2024-12-05,39,39,0,1,1.0
SO21668,CUST-002,Customer Y,MN-5544,2024-07-01,2024-07-03,2024-07-05,33,30,3,0,0.9090909090909091
SO21669,CUST-003,Customer Z,MN-5544,2024-03-06,2024-03-07,2024-03-06,21,20,1,0,0.9523809523809523
SO21670,CUST-002,Customer Y,CL-7781,2025-12-18,2025-12-20,2025-12-22,38,37,1,0,0.9736842105263158
SO21671,CUST-002,Customer Y,BR-2208,2025-05-26,2025-05-29,2025-05-30,31,22,9,0,0.7096774193548387
SO21672,CUST-002,Customer Y,CL-7781,2025-12-25,2025-12-27,2025-12-29,16,11,5,0,0.6875
SO21673,CUST-003,Customer Z,CL-7781,2025-11-15,2025-11-19,2025-11-21,15,12,3,0,0.8
SO21674,CUST-003,Customer Z,BR-2208,2024-06-15,2024-06-18,2024-06-17,31,29,2,0,0.9354838709677419
SO21675,CUST-003,Customer Z,AX-4312,2025-12-31,2026-01-04,2026-01-04,13,9,4,0,0.6923076923076923
SO21676,CUST-001,Customer X,AX-4312,2024-07-09,2024-07-10,2024-07-10,5,0,5,0,0.0
SO21677,CUST-002,Customer Y,CL-7781,2024-12-05,2024-12-06,2024-12-08,19,17,2,0,0.8947368421052632
SO21678,CUST-002,Customer Y,AX-4312,2025-07-05,2025-07-08,2025-07-10,27,21,6,0,0.7777777777777778
SO21679,CUST-003,Customer Z,MN-5544,2024-04-19,2024-04-22,2024-04-24,34,25,9,0,0.7352941176470589
SO21680,CUST-001,Customer X,AX-4312,2025-05-29,2025-06-01,2025-06-01,22,19,3,0,0.8636363636363636
SO21681,CUST-003,Customer Z,BR-2208,2025-01-10,2025-01-13,2025-01-14,26,24,2,0,0.9230769230769231
SO21682,CUST-002,Customer Y,BR-2208,2025-09-11,2025-09-14,2025-09-15,37,37,0,0,1.0
SO21683,CUST-001,Customer X,AX-4312,2025-04-30,2025-05-01,2025-04-30,30,23,7,0,0.7666666666666667
SO21684,CUST-002,Customer Y,BR-2208,2025-03-23,2025-03-25,2025-03-27,14,5,9,0,0.35714285714285715
SO21685,CUST-001,Customer X,CL-7781,2025-09-20,2025-09-21,2025-09-21,32,29,3,0,0.90625
SO21686,CUST-002,Customer Y,MN-5544,2025-10-10,2025-10-11,2025-10-11,39,36,3,0,0.9230769230769231
SO21687,CUST-001,Customer X,BR-2208,2024-08-04,2024-08-06,2024-08-08,6,5,1,0,0.8333333333333334
SO21688,CUST-003,Customer Z,MN-5544,2025-02-09,2025-02-12,2025-02-11,14,13,1,0,0.9285714285714286
SO21689,CUST-001,Customer X,AX-4312,2025-04-09,2025-04-11,2025-04-12,5,0,5,0,0.0
SO21690,CUST-001,Customer X,AX-4312,2025-08-30,2025-08-31,2025-09-02,29,26,3,0,0.896551724137931
SO21691,CUST-002,Customer Y,CL-7781,2025-01-02,2025-01-04,2025-01-05,35,34,1,0,0.9714285714285714
SO21692,CUST-002,Customer Y,ZX-9910,2026-01-09,2026-01-12,2026-01-11,16,7,9,0,0.4375
SO21693,CUST-002,Customer Y,MN-5544,2024-06-16,2024-06-19,2024-06-18,26,20,6,0,0.7692307692307693
SO21694,CUST-001,Customer X,CL-7781,2025-06-24,2025-06-28,2025-06-29,19,10,9,0,0.5263157894736842
SO21695,CUST-001,Customer X,AX-4312,2026-01-20,2026-01-23,2026-01-24,24,17,7,0,0.7083333333333334
SO21696,CUST-002,Customer Y,MN-5544,2025-07-20,2025-07-21,2025-07-22,12,11,1,0,0.9166666666666666
SO21697,CUST-001,Customer X,ZX-9910,2025-04-16,2025-04-17,2025-04-17,31,28,3,0,0.9032258064516129
SO21698,CUST-003,Customer Z,AX-4312,2025-05-05,2025-05-08,2025-05-07,9,3,6,0,0.3333333333333333
SO21699,CUST-002,Customer Y,AX-4312,2024-10-25,2024-10-27,2024-10-26,11,3,8,0,0.2727272727272727
SO21700,CUST-002,Customer Y,CL-7781,2025-07-04,2025-07-08,2025-07-08,30,27,3,0,0.9
SO21701,CUST-002,Customer Y,ZX-9910,2025-01-30,2025-02-01,2025-02-03,18,10,8,0,0.5555555555555556
SO21702,CUST-003,Customer Z,CL-7781,2024-11-11,2024-11-12,2024-11-11,28,22,6,0,0.7857142857142857
SO21703,CUST-003,Customer Z,CL-7781,2025-06-21,2025-06-22,2025-06-23,39,30,9,0,0.7692307692307693
SO21704,CUST-003,Customer Z,ZX-9910,2024-05-20,2024-05-24,2024-05-23,7,3,4,0,0.42857142857142855
SO21705,CUST-003,Customer Z,MN-5544,2025-09-27,2025-09-29,2025-09-28,10,9,1,0,0.9
SO21706,CUST-002,Customer Y,AX-4312,2024-07-28,2024-07-29,2024-07-30,37,34,3,0,0.918918918918919
SO21707,CUST-001,Customer X,MN-5544,2025-03-25,2025-03-28,2025-03-30,33,29,4,0,0.8787878787878788
SO21708,CUST-002,Customer Y,AX-4312,2025-02-22,2025-02-24,2025-02-26,24,16,8,0,0.6666666666666666
SO21709,CUST-003,Customer Z,CL-7781,2025-06-28,2025-07-01,2025-06-30,22,22,0,1,1.0
SO21710,CUST-001,Customer X,ZX-9910,2024-03-15,2024-03-16,2024-03-15,19,18,1,0,0.9473684210526315
SO21711,CUST-002,Customer Y,BR-2208,2024-06-07,2024-06-11,2024-06-13,31,26,5,0,0.8387096774193549
SO21712,CUST-002,Customer Y,MN-5544,2024-08-17,2024-08-20,2024-08-19,38,32,6,0,0.8421052631578947
SO21713,CUST-002,Customer Y,ZX-9910,2024-12-23,2024-12-26,2024-12-25,28,21,7,0,0.75
SO21714,CUST-002,Customer Y,AX-4312,2025-09-06,2025-09-09,2025-09-08,11,3,8,0,0.2727272727272727
SO21715,CUST-001,Customer X,MN-5544,2025-09-22,2025-09-26,2025-09-27,19,18,1,0,0.9473684210526315
SO21716,CUST-003,Customer Z,BR-2208,2025-09-06,2025-09-07,2025-09-07,36,30,6,0,0.8333333333333334
SO21717,CUST-001,Customer X,BR-2208,2025-12-12,2025-12-15,2025-12-14,18,15,3,0,0.8333333333333334
SO21718,CUST-001,Customer X,CL-7781,2025-07-31,2025-08-04,2025-08-06,32,31,1,0,0.96875
SO21719,CUST-002,Customer Y,BR-2208,2024-10-15,2024-10-16,2024-10-17,37,34,3,0,0.918918918918919
SO21720,CUST-002,Customer Y,MN-5544,2024-07-22,2024-07-25,2024-07-27,29,21,8,0,0.7241379310344828
SO21721,CUST-001,Customer X,ZX-9910,2025-07-01,2025-07-05,2025-07-05,35,35,0,1,1.0
SO21722,CUST-001,Customer X,MN-5544,2024-11-10,2024-11-11,2024-11-12,17,11,6,0,0.6470588235294118
SO21723,CUST-003,Customer Z,ZX-9910,2025-02-20,2025-02-22,2025-02-24,10,1,9,0,0.1
SO21724,CUST-003,Customer Z,BR-2208,2025-05-19,2025-05-23,2025-05-24,32,24,8,0,0.75
SO21725,CUST-001,Customer X,MN-5544,2024-12-31,2025-01-03,2025-01-05,17,8,9,0,0.47058823529411764
SO21726,CUST-002,Customer Y,CL-7781,2024-04-10,2024-04-14,2024-04-16,21,15,6,0,0.7142857142857143
SO21727,CUST-003,Customer Z,AX-4312,2024-03-29,2024-04-02,2024-04-02,17,17,0,1,1.0
SO21728,CUST-003,Customer Z,CL-7781,2024-06-28,2024-07-01,2024-07-03,32,28,4,0,0.875
SO21729,CUST-003,Customer Z,BR-2208,2024-06-25,2024-06-28,2024-06-30,35,32,3,0,0.9142857142857143
SO21730,CUST-002,Customer Y,ZX-9910,2024-03-01,2024-03-04,2024-03-04,31,22,9,0,0.7096774193548387
SO21731,CUST-003,Customer Z,AX-4312,2024-11-01,2024-11-03,2024-11-02,24,15,9,0,0.625
SO21732,CUST-003,Customer Z,BR-2208,2025-11-23,2025-11-24,2025-11-23,27,19,8,0,0.7037037037037037
SO21733,CUST-002,Customer Y,CL-7781,2024-04-03,2024-04-05,2024-04-04,14,6,8,0,0.42857142857142855
SO21734,CUST-001,Customer X,AX-4312,2024-10-04,2024-10-08,2024-10-08,37,36,1,0,0.972972972972973
SO21735,CUST-001,Customer X,MN-5544,2025-09-01,2025-09-03,2025-09-03,25,25,0,1,1.0
SO21736,CUST-002,Customer Y,AX-4312,2024-07-18,2024-07-19,2024-07-20,19,16,3,0,0.8421052631578947
SO21737,CUST-003,Customer Z,AX-4312,2025-03-25,2025-03-28,2025-03-28,26,17,9,0,0.6538461538461539
SO21738,CUST-002,Customer Y,CL-7781,2025-04-07,2025-04-09,2025-04-09,37,28,9,0,0.7567567567567568
SO21739,CUST-003,Customer Z,CL-7781,2025-05-23,2025-05-24,2025-05-25,27,21,6,0,0.7777777777777778
SO21740,CUST-003,Customer Z,AX-4312,2024-11-27,2024-11-29,2024-11-29,33,30,3,0,0.9090909090909091
SO21741,CUST-001,Customer X,BR-2208,2025-04-01,2025-04-03,2025-04-05,7,1,6,0,0.14285714285714285
SO21742,CUST-001,Customer X,BR-2208,2025-08-29,2025-09-01,2025-09-03,33,27,6,0,0.8181818181818182
SO21743,CUST-003,Customer Z,CL-7781,2025-09-23,2025-09-24,2025-09-23,27,26,1,0,0.9629629629629629
SO21744,CUST-001,Customer X,BR-2208,2025-12-04,2025-12-06,2025-12-05,22,13,9,0,0.5909090909090909
SO21745,CUST-002,Customer Y,MN-5544,2025-09-04,2025-09-06,2025-09-08,19,19,0,0,1.0
SO21746,CUST-001,Customer X,ZX-9910,2024-04-20,2024-04-21,2024-04-23,14,11,3,0,0.7857142857142857
SO21747,CUST-001,Customer X,BR-2208,2025-02-10,2025-02-12,2025-02-14,38,36,2,0,0.9473684210526315
SO21748,CUST-001,Customer X,MN-5544,2024-12-29,2024-12-31,2024-12-31,8,7,1,0,0.875
SO21749,CUST-001,Customer X,BR-2208,2025-12-05,2025-12-08,2025-12-10,28,21,7,0,0.75
SO21750,CUST-001,Customer X,AX-4312,2026-02-12,2026-02-15,2026-02-15,29,26,3,0,0.896551724137931
SO21751,CUST-001,Customer X,CL-7781,2024-03-16,2024-03-19,2024-03-19,16,16,0,1,1.0
SO21752,CUST-002,Customer Y,ZX-9910,2025-07-13,2025-07-17,2025-07-17,29,25,4,0,0.8620689655172413
SO21753,CUST-001,Customer X,MN-5544,2025-04-25,2025-04-28,2025-04-30,10,1,9,0,0.1
SO21754,CUST-002,Customer Y,CL-7781,2024-12-03,2024-12-04,2024-12-05,13,10,3,0,0.7692307692307693
SO21755,CUST-003,Customer Z,BR-2208,2024-07-25,2024-07-27,2024-07-29,13,9,4,0,0.6923076923076923
SO21756,CUST-003,Customer Z,ZX-9910,2025-05-27,2025-05-29,2025-05-30,24,17,7,0,0.7083333333333334
SO21757,CUST-001,Customer X,ZX-9910,2025-01-15,2025-01-19,2025-01-20,25,17,8,0,0.68
SO21758,CUST-001,Customer X,CL-7781,2024-04-12,2024-04-13,2024-04-14,33,24,9,0,0.7272727272727273
SO21759,CUST-002,Customer Y,AX-4312,2025-02-23,2025-02-26,2025-02-26,10,7,3,0,0.7
SO21760,CUST-003,Customer Z,MN-5544,2025-10-02,2025-10-05,2025-10-04,7,7,0,1,1.0
SO21761,CUST-002,Customer Y,CL-7781,2024-11-15,2024-11-19,2024-11-20,19,15,4,0,0.7894736842105263
SO21762,CUST-003,Customer Z,AX-4312,2024-07-29,2024-07-31,2024-07-31,35,29,6,0,0.8285714285714286
SO21763,CUST-002,Customer Y,BR-2208,2025-11-12,2025-11-13,2025-11-15,23,17,6,0,0.7391304347826086
SO21764,CUST-003,Customer Z,ZX-9910,2025-02-25,2025-03-01,2025-03-02,34,32,2,0,0.9411764705882353
SO21765,CUST-002,Customer Y,ZX-9910,2024-07-20,2024-07-22,2024-07-21,33,32,1,0,0.9696969696969697
SO21766,CUST-002,Customer Y,BR-2208,2024-11-20,2024-11-22,2024-11-24,18,16,2,0,0.8888888888888888
SO21767,CUST-001,Customer X,BR-2208,2025-10-12,2025-10-16,2025-10-16,34,25,9,0,0.7352941176470589
SO21768,CUST-001,Customer X,MN-5544,2025-05-12,2025-05-15,2025-05-16,35,31,4,0,0.8857142857142857
SO21769,CUST-002,Customer Y,AX-4312,2025-11-15,2025-11-18,2025-11-18,18,15,3,0,0.8333333333333334
SO21770,CUST-001,Customer X,BR-2208,2024-09-02,2024-09-05,2024-09-07,33,29,4,0,0.8787878787878788
SO21771,CUST-002,Customer Y,ZX-9910,2025-07-08,2025-07-09,2025-07-09,12,12,0,1,1.0
SO21772,CUST-002,Customer Y,BR-2208,2024-07-03,2024-07-04,2024-07-06,8,7,1,0,0.875
SO21773,CUST-001,Customer X,MN-5544,2025-04-28,2025-04-30,2025-04-29,34,29,5,0,0.8529411764705882
SO21774,CUST-001,Customer X,BR-2208,2025-06-26,2025-06-29,2025-06-28,20,13,7,0,0.65
SO21775,CUST-003,Customer Z,ZX-9910,2025-11-24,2025-11-25,2025-11-26,38,35,3,0,0.9210526315789473
SO21776,CUST-001,Customer X,ZX-9910,2024-09-15,2024-09-18,2024-09-17,9,7,2,0,0.7777777777777778
SO21777,CUST-003,Customer Z,MN-5544,2024-08-22,2024-08-24,2024-08-25,7,3,4,0,0.42857142857142855
SO21778,CUST-001,Customer X,CL-7781,2025-11-10,2025-11-13,2025-11-13,32,23,9,0,0.71875
SO21779,CUST-003,Customer Z,MN-5544,2024-04-09,2024-04-10,2024-04-10,29,27,2,0,0.9310344827586207
SO21780,CUST-003,Customer Z,CL-7781,2024-10-18,2024-10-20,2024-10-22,34,33,1,0,0.9705882352941176
SO21781,CUST-003,Customer Z,ZX-9910,2025-05-27,2025-05-31,2025-06-01,27,20,7,0,0.7407407407407407
SO21782,CUST-002,Customer Y,BR-2208,2025-09-09,2025-09-10,2025-09-11,29,26,3,0,0.896551724137931
