snapshot_date,warehouse_id,warehouse_name,location,part_number,sku_family,on_hand_qty,available_qty,safety_stock,reorder_point,days_of_supply,stockout_flag,age_days
2024-12-07,WH-01,Warehouse WH-01,A5-01,ZX-9910,ZX,187,96,113,248,48,0,162
2025-12-22,WH-01,Warehouse WH-01,A1-02,CL-7781,CL,35,0,102,200,47,1,204
2025-06-30,WH-02,Warehouse WH-02,A2-01,MN-5544,MN,230,204,185,284,84,1,75
2024-04-08,WH-02,Warehouse WH-02,A4-04,BR-2208,BR,573,508,103,199,12,1,130
2026-02-07,WH-01,Warehouse WH-01,A1-01,CL-7781,CL,445,382,108,206,31,0,289
2024-07-14,WH-03,Warehouse WH-03,A3-03,CL-7781,CL,251,171,131,219,20,0,131
2026-01-09,WH-03,Warehouse WH-03,A4-01,CL-7781,CL,17,0,162,126,35,1,114
2024-05-16,WH-03,Warehouse WH-03,A4-02,BR-2208,BR,510,427,162,224,80,1,93
2024-05-13,WH-03,Warehouse WH-03,A3-03,MN-5544,MN,491,432,181,143,39,1,94
2024-05-18,WH-02,Warehouse WH-02,A1-03,ZX-9910,ZX,180,117,83,213,5,1,283
2024-03-17,WH-03,Warehouse WH-03,A5-02,AX-4312,AX,131,60,127,255,81,1,174
2024-11-25,WH-03,Warehouse WH-03,A4-04,ZX-9910,ZX,51,18,141,140,24,1,254
2025-12-21,WH-01,Warehouse WH-01,A1-04,MN-5544,MN,358,353,135,133,50,1,101
2025-05-07,WH-01,Warehouse WH-01,A5-03,ZX-9910,ZX,460,460,91,234,24,0,204
2025-03-26,WH-03,Warehouse WH-03,A4-03,BR-2208,BR,258,232,189,172,17,0,110
2024-06-06,WH-02,Warehouse WH-02,A2-04,MN-5544,MN,259,243,181,258,12,0,32
2025-09-19,WH-01,Warehouse WH-01,A2-05,CL-7781,CL,176,84,152,162,3,0,255
2025-06-25,WH-02,Warehouse WH-02,A4-02,MN-5544,MN,596,562,196,295,74,0,276
2025-07-21,WH-02,Warehouse WH-02,A4-01,AX-4312,AX,398,314,196,225,76,1,215
2025-10-19,WH-03,Warehouse WH-03,A1-05,ZX-9910,ZX,296,197,148,225,11,1,249
2025-06-17,WH-02,Warehouse WH-02,A1-02,ZX-9910,ZX,355,339,192,204,31,0,27
2024-05-03,WH-01,Warehouse WH-01,A3-03,BR-2208,BR,528,518,80,201,49,0,20
2024-10-01,WH-03,Warehouse WH-03,A3-04,BR-2208,BR,326,290,95,158,45,1,175
2024-03-10,WH-02,Warehouse WH-02,A3-05,AX-4312,AX,31,0,160,242,19,1,206
2024-06-15,WH-01,Warehouse WH-01,A2-02,MN-5544,MN,246,180,118,208,60,0,49
2024-09-12,WH-01,Warehouse WH-01,A2-02,ZX-9910,ZX,572,530,94,124,83,1,29
2024-04-27,WH-02,Warehouse WH-02,A1-05,BR-2208,BR,189,130,148,269,13,1,157
2025-07-30,WH-02,Warehouse WH-02,A4-03,MN-5544,MN,79,0,96,267,78,1,6
2025-09-01,WH-03,Warehouse WH-03,A1-04,BR-2208,BR,231,223,111,207,33,0,326
2024-03-09,WH-02,Warehouse WH-02,A1-01,AX-4312,AX,304,275,181,263,65,1,82
2024-04-25,WH-01,Warehouse WH-01,A2-04,CL-7781,CL,341,252,93,284,49,1,218
2024-07-23,WH-01,Warehouse WH-01,A2-05,CL-7781,CL,435,413,145,292,86,1,276
2024-10-22,WH-01,Warehouse WH-01,A1-02,ZX-9910,ZX,432,376,161,240,88,0,119
2024-12-24,WH-02,Warehouse WH-02,A2-05,BR-2208,BR,364,339,98,225,13,1,318
2024-07-15,WH-03,Warehouse WH-03,A4-01,ZX-9910,ZX,381,368,152,258,67,1,268
2025-11-11,WH-02,Warehouse WH-02,A1-05,ZX-9910,ZX,486,448,111,133,65,0,101
2025-11-10,WH-01,Warehouse WH-01,A4-03,AX-4312,AX,571,529,144,174,88,0,163
2024-06-29,WH-01,Warehouse WH-01,A5-03,ZX-9910,ZX,350,319,98,214,39,1,28
2026-01-12,WH-03,Warehouse WH-03,A3-01,ZX-9910,ZX,258,227,165,227,58,1,117
2025-08-15,WH-01,Warehouse WH-01,A4-04,CL-7781,CL,526,444,141,150,61,1,185
2025-07-05,WH-02,Warehouse WH-02,A1-03,BR-2208,BR,403,338,100,234,60,0,228
2024-04-16,WH-03,Warehouse WH-03,A4-02,AX-4312,AX,475,392,180,286,11,0,57
2024-12-31,WH-01,Warehouse WH-01,A2-04,MN-5544,MN,130,94,163,230,25,0,250
2025-03-01,WH-03,Warehouse WH-03,A4-02,ZX-9910,ZX,241,162,191,289,1,0,363
2025-12-27,WH-02,Warehouse WH-02,A2-03,AX-4312,AX,407,361,168,254,38,0,303
2025-11-26,WH-02,Warehouse WH-02,A5-02,AX-4312,AX,418,341,141,192,3,1,148
2024-03-07,WH-03,Warehouse WH-03,A2-03,CL-7781,CL,224,181,111,219,26,1,261
2025-11-16,WH-03,Warehouse WH-03,A2-03,CL-7781,CL,570,510,128,277,17,1,271
2024-08-14,WH-03,Warehouse WH-03,A2-02,BR-2208,BR,256,244,127,247,34,0,19
2025-06-09,WH-02,Warehouse WH-02,A3-02,CL-7781,CL,118,55,145,176,44,1,236
2025-04-26,WH-03,Warehouse WH-03,A5-04,AX-4312,AX,535,525,145,120,58,1,324
2025-08-09,WH-01,Warehouse WH-01,A5-01,CL-7781,CL,360,267,138,243,22,1,157
2025-10-21,WH-02,Warehouse WH-02,A3-05,CL-7781,CL,88,15,163,164,70,1,79
2024-03-21,WH-02,Warehouse WH-02,A1-05,CL-7781,CL,550,511,107,249,82,0,149
2024-04-06,WH-02,Warehouse WH-02,A3-02,CL-7781,CL,342,336,140,171,48,1,147
2025-08-18,WH-02,Warehouse WH-02,A5-03,BR-2208,BR,328,317,189,213,71,1,273
2025-12-28,WH-01,Warehouse WH-01,A1-02,BR-2208,BR,458,383,82,140,78,0,51
2024-11-16,WH-03,Warehouse WH-03,A5-02,ZX-9910,ZX,361,352,195,174,36,0,330
2024-08-21,WH-02,Warehouse WH-02,A2-05,BR-2208,BR,253,165,140,210,75,0,351
2025-02-17,WH-02,Warehouse WH-02,A2-01,AX-4312,AX,224,140,159,222,87,1,48
2025-05-17,WH-01,Warehouse WH-01,A1-01,AX-4312,AX,341,272,126,129,57,1,13
2024-06-07,WH-02,Warehouse WH-02,A5-03,CL-7781,CL,498,438,137,203,68,1,86
2025-05-23,WH-03,Warehouse WH-03,A3-01,ZX-9910,ZX,156,141,186,182,47,0,158
2025-08-31,WH-02,Warehouse WH-02,A5-01,MN-5544,MN,184,155,186,186,56,1,357
2024-09-13,WH-03,Warehouse WH-03,A5-05,AX-4312,AX,361,266,180,127,88,1,208
2024-07-06,WH-01,Warehouse WH-01,A5-03,MN-5544,MN,95,62,114,215,50,0,258
2024-04-27,WH-01,Warehouse WH-01,A2-03,BR-2208,BR,473,420,123,221,49,1,328
2024-05-27,WH-03,Warehouse WH-03,A4-03,MN-5544,MN,109,40,88,248,69,0,137
2026-01-01,WH-01,Warehouse WH-01,A4-02,AX-4312,AX,538,530,115,212,84,0,356
2024-09-12,WH-03,Warehouse WH-03,A3-03,ZX-9910,ZX,503,481,197,229,73,1,275
2025-04-18,WH-03,Warehouse WH-03,A1-03,CL-7781,CL,66,17,127,122,66,1,155
2025-11-01,WH-03,Warehouse WH-03,A1-01,CL-7781,CL,479,381,119,244,18,0,139
2024-03-01,WH-03,Warehouse WH-03,A4-02,BR-2208,BR,166,148,168,254,57,1,294
2025-09-10,WH-02,Warehouse WH-02,A1-04,MN-5544,MN,461,380,115,207,77,0,253
2025-04-09,WH-01,Warehouse WH-01,A3-02,BR-2208,BR,84,28,176,267,5,1,227
2024-05-28,WH-03,Warehouse WH-03,A5-04,AX-4312,AX,285,258,132,298,7,1,291
2024-03-04,WH-01,Warehouse WH-01,A1-01,CL-7781,CL,507,432,133,148,10,0,13
2026-02-27,WH-02,Warehouse WH-02,A4-01,AX-4312,AX,553,517,140,140,3,1,326
2024-11-29,WH-03,Warehouse WH-03,A4-03,AX-4312,AX,466,450,89,260,12,1,128
2025-07-14,WH-02,Warehouse WH-02,A4-05,BR-2208,BR,212,190,144,247,52,0,26
2025-07-26,WH-01,Warehouse WH-01,A3-03,AX-4312,AX,526,505,168,184,26,0,233
2024-12-07,WH-02,Warehouse WH-02,A2-02,MN-5544,MN,407,392,111,135,77,1,160
2024-04-15,WH-03,Warehouse WH-03,A4-02,CL-7781,CL,552,529,92,198,10,1,169
2025-03-18,WH-03,Warehouse WH-03,A4-03,CL-7781,CL,248,246,134,135,44,0,158
2025-07-31,WH-01,Warehouse WH-01,A3-02,ZX-9910,ZX,226,190,139,143,26,1,265
2025-11-06,WH-02,Warehouse WH-02,A3-02,MN-5544,MN,539,533,124,247,63,0,272
2026-01-20,WH-03,Warehouse WH-03,A2-01,BR-2208,BR,483,479,108,171,23,1,305
2025-03-28,WH-03,Warehouse WH-03,A2-05,ZX-9910,ZX,424,345,134,217,26,0,205
2024-04-14,WH-01,Warehouse WH-01,A5-05,MN-5544,MN,115,99,175,151,28,0,25
2025-11-20,WH-03,Warehouse WH-03,A2-04,AX-4312,AX,430,409,170,180,44,1,276
2025-01-16,WH-02,Warehouse WH-02,A5-03,ZX-9910,ZX,343,297,126,170,55,1,295
2024-04-05,WH-03,Warehouse WH-03,A5-02,AX-4312,AX,269,201,126,140,15,1,356
2025-08-05,WH-03,Warehouse WH-03,A2-02,CL-7781,CL,352,272,163,120,80,0,338
2024-09-20,WH-01,Warehouse WH-01,A5-02,CL-7781,CL,393,371,97,177,73,1,52
2024-08-22,WH-03,Warehouse WH-03,A4-01,MN-5544,MN,268,173,96,186,61,0,181
2025-10-03,WH-01,Warehouse WH-01,A5-01,MN-5544,MN,132,101,168,292,56,0,357
2026-02-18,WH-03,Warehouse WH-03,A2-05,CL-7781,CL,342,267,113,180,87,1,190
2024-08-12,WH-02,Warehouse WH-02,A2-04,MN-5544,MN,62,19,190,147,70,0,171
2024-09-14,WH-02,Warehouse WH-02,A3-02,AX-4312,AX,29,4,160,182,73,0,320
2025-05-06,WH-03,Warehouse WH-03,A5-03,CL-7781,CL,432,381,142,260,88,1,301
2025-10-09,WH-02,Warehouse WH-02,A3-04,BR-2208,BR,45,0,168,288,46,0,201
2025-05-25,WH-03,Warehouse WH-03,A5-01,MN-5544,MN,267,180,189,192,35,1,355
2025-09-12,WH-02,Warehouse WH-02,A2-05,BR-2208,BR,160,103,197,247,35,1,340
2025-11-09,WH-01,Warehouse WH-01,A3-05,BR-2208,BR,577,534,105,161,77,1,36
2026-01-25,WH-01,Warehouse WH-01,A2-05,CL-7781,CL,530,509,144,176,11,1,19
2024-06-17,WH-02,Warehouse WH-02,A2-04,CL-7781,CL,338,327,146,175,18,0,261
2025-12-22,WH-02,Warehouse WH-02,A4-05,MN-5544,MN,578,509,155,171,75,0,321
2026-01-22,WH-01,Warehouse WH-01,A5-05,MN-5544,MN,79,32,192,230,53,0,133
2024-08-20,WH-03,Warehouse WH-03,A4-04,BR-2208,BR,188,168,176,222,63,1,245
2024-09-16,WH-02,Warehouse WH-02,A4-03,CL-7781,CL,172,151,156,194,82,0,158
2024-07-25,WH-03,Warehouse WH-03,A1-01,AX-4312,AX,224,181,146,155,6,0,93
2024-10-01,WH-02,Warehouse WH-02,A4-05,MN-5544,MN,74,20,156,285,25,0,245
2024-03-25,WH-02,Warehouse WH-02,A1-05,CL-7781,CL,332,300,92,157,58,1,236
2025-10-24,WH-02,Warehouse WH-02,A5-02,CL-7781,CL,272,249,105,287,32,0,206
2024-03-23,WH-01,Warehouse WH-01,A2-03,MN-5544,MN,90,0,165,176,58,0,22
2024-03-27,WH-01,Warehouse WH-01,A3-05,ZX-9910,ZX,84,5,152,196,74,0,341
2024-08-03,WH-01,Warehouse WH-01,A3-04,CL-7781,CL,176,135,119,293,22,1,21
2024-12-28,WH-01,Warehouse WH-01,A3-05,BR-2208,BR,397,324,176,128,18,0,251
2024-05-16,WH-03,Warehouse WH-03,A4-03,BR-2208,BR,437,422,103,194,23,0,359
2025-02-02,WH-02,Warehouse WH-02,A4-02,ZX-9910,ZX,508,423,112,224,42,1,245
2024-12-24,WH-02,Warehouse WH-02,A5-05,ZX-9910,ZX,252,235,142,197,11,1,189
2024-03-14,WH-02,Warehouse WH-02,A2-02,AX-4312,AX,210,134,176,172,83,0,308
2024-05-23,WH-01,Warehouse WH-01,A5-01,MN-5544,MN,56,0,102,178,69,1,86
2025-05-24,WH-01,Warehouse WH-01,A1-02,AX-4312,AX,169,152,150,152,3,1,257
2025-02-12,WH-03,Warehouse WH-03,A1-04,AX-4312,AX,125,63,192,166,37,1,48
2025-08-26,WH-03,Warehouse WH-03,A4-05,MN-5544,MN,363,345,93,202,85,0,282
2025-03-29,WH-02,Warehouse WH-02,A5-03,CL-7781,CL,137,39,156,189,43,1,208
2026-02-01,WH-03,Warehouse WH-03,A4-01,BR-2208,BR,58,56,84,204,78,0,339
2025-03-27,WH-03,Warehouse WH-03,A2-02,BR-2208,BR,595,544,145,240,63,0,309
2024-12-26,WH-03,Warehouse WH-03,A3-03,AX-4312,AX,113,108,86,291,18,0,310
2025-06-18,WH-01,Warehouse WH-01,A4-03,MN-5544,MN,280,218,147,234,13,1,155
2025-06-06,WH-01,Warehouse WH-01,A2-04,CL-7781,CL,562,529,107,192,72,0,110
2025-12-03,WH-03,Warehouse WH-03,A1-03,AX-4312,AX,220,212,92,201,64,1,22
2025-01-01,WH-02,Warehouse WH-02,A4-01,CL-7781,CL,414,316,121,225,64,1,265
2025-02-09,WH-03,Warehouse WH-03,A4-02,ZX-9910,ZX,381,287,123,287,88,0,113
2025-03-03,WH-03,Warehouse WH-03,A2-05,MN-5544,MN,305,286,160,289,33,1,319
2024-07-09,WH-03,Warehouse WH-03,A4-04,BR-2208,BR,192,141,178,125,7,0,357
2024-05-23,WH-02,Warehouse WH-02,A3-04,MN-5544,MN,572,493,113,282,20,1,215
2025-12-01,WH-03,Warehouse WH-03,A1-05,AX-4312,AX,315,262,114,166,46,0,4
2024-03-12,WH-02,Warehouse WH-02,A2-02,AX-4312,AX,106,32,119,246,55,0,73
2024-06-24,WH-02,Warehouse WH-02,A5-05,ZX-9910,ZX,551,476,160,215,23,0,115
2025-06-11,WH-03,Warehouse WH-03,A5-02,BR-2208,BR,475,471,119,265,21,0,259
2025-03-04,WH-03,Warehouse WH-03,A3-02,CL-7781,CL,45,0,158,246,53,1,187
2025-05-12,WH-01,Warehouse WH-01,A4-02,BR-2208,BR,532,443,184,232,51,0,324
2024-04-25,WH-01,Warehouse WH-01,A2-04,MN-5544,MN,393,308,146,202,9,0,71
2026-01-14,WH-01,Warehouse WH-01,A3-01,MN-5544,MN,244,207,167,246,72,1,315
2024-08-07,WH-03,Warehouse WH-03,A1-01,MN-5544,MN,440,351,139,147,28,1,246
2025-08-13,WH-01,Warehouse WH-01,A5-02,ZX-9910,ZX,582,516,195,157,18,1,351
2026-02-05,WH-02,Warehouse WH-02,A5-02,CL-7781,CL,318,314,123,276,14,1,172
2025-07-03,WH-01,Warehouse WH-01,A5-01,CL-7781,CL,518,432,176,164,16,1,37
2024-04-02,WH-01,Warehouse WH-01,A5-02,AX-4312,AX,498,474,88,275,9,1,90
2026-01-08,WH-03,Warehouse WH-03,A5-03,BR-2208,BR,217,144,137,244,81,0,288
2025-07-23,WH-01,Warehouse WH-01,A3-04,AX-4312,AX,87,40,87,277,26,1,155
2025-11-03,WH-03,Warehouse WH-03,A2-03,ZX-9910,ZX,462,371,154,286,66,0,329
2024-12-22,WH-03,Warehouse WH-03,A1-01,CL-7781,CL,561,517,166,152,19,0,206
2024-05-26,WH-03,Warehouse WH-03,A5-01,ZX-9910,ZX,352,348,163,197,32,1,347
2026-01-29,WH-03,Warehouse WH-03,A4-01,MN-5544,MN,593,507,187,207,4,0,323
2026-02-21,WH-02,Warehouse WH-02,A3-03,AX-4312,AX,252,210,109,230,16,1,199
2024-07-13,WH-01,Warehouse WH-01,A1-01,CL-7781,CL,341,301,110,296,13,0,244
2024-11-30,WH-03,Warehouse WH-03,A5-02,ZX-9910,ZX,220,193,187,183,19,0,114
2025-05-03,WH-02,Warehouse WH-02,A3-04,BR-2208,BR,199,175,117,240,3,1,261
2024-03-19,WH-01,Warehouse WH-01,A2-05,CL-7781,CL,444,425,155,157,80,0,128
2024-09-07,WH-01,Warehouse WH-01,A5-03,MN-5544,MN,357,322,125,218,37,1,149
2024-06-20,WH-01,Warehouse WH-01,A2-01,CL-7781,CL,581,498,139,283,77,1,267
2026-02-23,WH-03,Warehouse WH-03,A4-03,BR-2208,BR,87,5,166,150,37,1,61
2025-08-29,WH-03,Warehouse WH-03,A3-03,CL-7781,CL,578,481,108,198,71,0,128
2025-05-04,WH-02,Warehouse WH-02,A2-02,ZX-9910,ZX,110,95,124,153,84,1,125
2025-11-17,WH-01,Warehouse WH-01,A5-01,CL-7781,CL,102,6,157,239,42,0,331
2024-03-12,WH-03,Warehouse WH-03,A4-04,MN-5544,MN,308,251,107,262,38,1,141
2026-01-09,WH-02,Warehouse WH-02,A2-02,ZX-9910,ZX,162,139,199,184,88,0,26
2025-06-11,WH-03,Warehouse WH-03,A1-02,MN-5544,MN,583,540,169,252,33,1,261
2025-07-27,WH-01,Warehouse WH-01,A2-05,CL-7781,CL,382,347,156,132,25,1,344
2024-03-23,WH-01,Warehouse WH-01,A4-01,BR-2208,BR,547,523,113,259,19,1,362
2025-10-17,WH-03,Warehouse WH-03,A4-05,ZX-9910,ZX,221,185,186,248,60,0,218
2024-09-24,WH-03,Warehouse WH-03,A2-03,AX-4312,AX,247,200,171,266,88,0,40
2025-05-28,WH-02,Warehouse WH-02,A5-02,CL-7781,CL,133,54,175,282,72,0,5
2025-07-30,WH-01,Warehouse WH-01,A2-05,BR-2208,BR,36,0,168,258,40,0,264
2025-02-10,WH-03,Warehouse WH-03,A4-01,CL-7781,CL,598,515,175,130,71,1,350
2025-08-26,WH-01,Warehouse WH-01,A1-02,AX-4312,AX,378,331,182,260,60,0,263
2025-10-22,WH-01,Warehouse WH-01,A1-04,CL-7781,CL,490,414,180,272,23,0,175
2024-08-24,WH-03,Warehouse WH-03,A4-02,CL-7781,CL,260,165,173,132,42,0,318
2024-09-13,WH-02,Warehouse WH-02,A2-04,MN-5544,MN,384,311,193,173,72,1,131
2024-12-14,WH-03,Warehouse WH-03,A4-02,CL-7781,CL,338,275,130,249,49,0,240
2025-02-19,WH-02,Warehouse WH-02,A2-03,ZX-9910,ZX,244,171,196,122,35,1,341
2024-07-14,WH-02,Warehouse WH-02,A5-05,BR-2208,BR,575,544,197,137,34,1,323
2024-07-23,WH-02,Warehouse WH-02,A4-03,MN-5544,MN,180,114,170,186,81,1,167
2024-03-04,WH-02,Warehouse WH-02,A3-05,MN-5544,MN,245,208,119,266,83,1,133
2025-09-10,WH-01,Warehouse WH-01,A3-01,AX-4312,AX,196,183,170,168,64,1,356
2024-08-28,WH-01,Warehouse WH-01,A3-05,ZX-9910,ZX,103,69,164,124,88,0,167
2025-12-14,WH-01,Warehouse WH-01,A3-04,ZX-9910,ZX,241,218,119,226,50,0,314
2025-06-04,WH-02,Warehouse WH-02,A3-03,AX-4312,AX,512,470,118,257,2,0,272
2024-03-14,WH-03,Warehouse WH-03,A1-01,BR-2208,BR,36,21,166,209,80,0,111
2025-07-17,WH-02,Warehouse WH-02,A1-05,AX-4312,AX,232,139,143,216,32,0,267
2024-09-27,WH-01,Warehouse WH-01,A4-03,AX-4312,AX,325,296,183,262,59,1,350
2025-05-21,WH-03,Warehouse WH-03,A5-03,BR-2208,BR,75,16,147,176,64,1,80
2025-08-24,WH-02,Warehouse WH-02,A2-04,MN-5544,MN,342,268,133,286,15,0,335
2024-12-04,WH-02,Warehouse WH-02,A2-02,BR-2208,BR,291,238,96,219,86,0,22
2025-10-28,WH-02,Warehouse WH-02,A5-03,MN-5544,MN,330,295,187,148,55,1,160
2025-04-09,WH-01,Warehouse WH-01,A3-03,BR-2208,BR,529,492,180,153,45,0,67
2024-10-12,WH-02,Warehouse WH-02,A2-04,CL-7781,CL,190,136,122,242,22,0,196
2025-08-19,WH-01,Warehouse WH-01,A3-03,AX-4312,AX,124,29,108,159,45,0,173
2025-01-13,WH-02,Warehouse WH-02,A3-05,CL-7781,CL,119,103,181,249,17,1,346
2025-08-01,WH-03,Warehouse WH-03,A1-05,CL-7781,CL,318,314,104,192,22,0,35
2025-11-19,WH-03,Warehouse WH-03,A5-04,BR-2208,BR,127,108,84,286,63,1,32
2024-11-02,WH-03,Warehouse WH-03,A4-03,CL-7781,CL,230,168,153,287,17,0,79
2024-06-29,WH-02,Warehouse WH-02,A5-05,AX-4312,AX,507,435,111,142,75,1,210
2024-10-12,WH-01,Warehouse WH-01,A1-03,BR-2208,BR,55,47,185,188,62,1,278
2025-07-04,WH-02,Warehouse WH-02,A3-02,CL-7781,CL,543,497,81,242,85,1,216
2025-05-23,WH-03,Warehouse WH-03,A4-03,AX-4312,AX,215,202,116,146,24,1,70
2025-02-23,WH-02,Warehouse WH-02,A5-03,MN-5544,MN,153,100,94,148,74,1,59
2024-09-09,WH-01,Warehouse WH-01,A2-02,ZX-9910,ZX,148,139,83,181,4,0,262
2025-11-18,WH-01,Warehouse WH-01,A2-04,AX-4312,AX,231,152,151,135,38,0,321
2024-05-02,WH-03,Warehouse WH-03,A1-02,AX-4312,AX,82,33,96,232,28,1,70
2024-04-04,WH-02,Warehouse WH-02,A4-04,MN-5544,MN,582,511,82,168,21,1,320
2024-09-16,WH-03,Warehouse WH-03,A4-02,BR-2208,BR,219,161,109,151,75,1,242
2026-01-23,WH-01,Warehouse WH-01,A2-03,AX-4312,AX,15,0,139,292,9,0,359
2025-08-13,WH-01,Warehouse WH-01,A3-05,MN-5544,MN,572,533,183,180,67,1,76
2025-04-22,WH-02,Warehouse WH-02,A2-01,AX-4312,AX,180,177,102,274,37,0,165
2025-08-30,WH-01,Warehouse WH-01,A3-03,BR-2208,BR,487,403,108,276,49,0,178
2025-12-19,WH-01,Warehouse WH-01,A1-02,MN-5544,MN,311,248,168,136,89,0,311
2025-08-18,WH-03,Warehouse WH-03,A5-01,AX-4312,AX,136,46,168,229,79,1,13
2025-09-30,WH-02,Warehouse WH-02,A2-05,MN-5544,MN,589,504,164,192,63,0,181
2024-03-19,WH-03,Warehouse WH-03,A2-05,MN-5544,MN,372,364,130,295,80,0,54
2025-12-15,WH-02,Warehouse WH-02,A2-03,AX-4312,AX,78,64,90,287,47,1,229
2024-04-25,WH-02,Warehouse WH-02,A3-01,ZX-9910,ZX,147,50,101,167,82,1,193
2025-12-30,WH-03,Warehouse WH-03,A2-04,ZX-9910,ZX,73,53,140,143,23,0,258
2025-02-15,WH-03,Warehouse WH-03,A4-02,AX-4312,AX,197,145,90,134,73,1,164
2024-09-27,WH-02,Warehouse WH-02,A5-02,AX-4312,AX,534,508,167,261,54,0,283
2024-10-05,WH-01,Warehouse WH-01,A3-01,MN-5544,MN,532,484,141,163,44,0,128
2024-11-30,WH-01,Warehouse WH-01,A4-03,AX-4312,AX,278,206,80,244,36,0,16
2024-06-29,WH-01,Warehouse WH-01,A4-04,MN-5544,MN,273,176,117,139,19,0,17
2025-10-19,WH-02,Warehouse WH-02,A1-05,BR-2208,BR,29,0,122,167,43,0,66
2025-02-12,WH-03,Warehouse WH-03,A2-02,BR-2208,BR,583,506,113,193,72,0,269
2025-11-15,WH-01,Warehouse WH-01,A2-01,AX-4312,AX,253,198,138,151,83,1,310
2024-05-30,WH-01,Warehouse WH-01,A2-01,AX-4312,AX,513,477,162,216,33,0,128
2025-02-12,WH-01,Warehouse WH-01,A3-04,CL-7781,CL,358,331,96,176,70,1,44
2024-08-19,WH-02,Warehouse WH-02,A5-04,MN-5544,MN,75,46,164,185,53,1,284
2024-03-10,WH-01,Warehouse WH-01,A5-02,AX-4312,AX,41,36,181,256,20,0,222
2025-12-05,WH-01,Warehouse WH-01,A5-01,BR-2208,BR,228,191,147,169,60,0,119
2024-11-29,WH-03,Warehouse WH-03,A2-03,MN-5544,MN,323,299,110,259,64,0,189
2025-01-04,WH-02,Warehouse WH-02,A3-03,MN-5544,MN,308,283,140,257,12,1,181
2024-04-17,WH-01,Warehouse WH-01,A5-02,AX-4312,AX,20,0,150,201,27,1,355
2025-06-20,WH-03,Warehouse WH-03,A4-05,BR-2208,BR,558,493,175,262,24,1,10
2024-12-01,WH-03,Warehouse WH-03,A3-01,AX-4312,AX,375,288,103,207,57,1,290
2025-12-23,WH-01,Warehouse WH-01,A3-02,AX-4312,AX,552,513,90,120,30,0,171
2024-06-30,WH-01,Warehouse WH-01,A1-03,CL-7781,CL,564,518,199,128,9,0,199
2024-03-29,WH-01,Warehouse WH-01,A1-04,CL-7781,CL,570,515,185,298,16,1,243
2025-11-10,WH-01,Warehouse WH-01,A4-04,CL-7781,CL,476,394,161,178,29,1,168
2025-01-24,WH-01,Warehouse WH-01,A3-02,CL-7781,CL,263,166,85,292,53,1,364
2024-08-29,WH-02,Warehouse WH-02,A5-03,ZX-9910,ZX,243,187,155,232,6,0,191
2024-11-07,WH-03,Warehouse WH-03,A5-05,BR-2208,BR,379,374,132,251,9,0,330
2026-01-03,WH-02,Warehouse WH-02,A4-04,CL-7781,CL,455,369,83,156,71,1,237
2024-10-13,WH-03,Warehouse WH-03,A4-03,ZX-9910,ZX,462,364,129,215,14,0,11
2025-04-30,WH-02,Warehouse WH-02,A4-05,ZX-9910,ZX,188,108,92,240,34,1,5
2025-12-11,WH-03,Warehouse WH-03,A3-05,ZX-9910,ZX,201,170,91,299,13,0,240
2025-05-29,WH-02,Warehouse WH-02,A5-01,MN-5544,MN,372,276,133,160,48,0,178
2024-07-05,WH-02,Warehouse WH-02,A3-04,MN-5544,MN,117,22,155,165,38,1,348
2024-12-03,WH-01,Warehouse WH-01,A4-01,AX-4312,AX,140,65,101,249,77,0,269
2024-11-24,WH-01,Warehouse WH-01,A4-05,MN-5544,MN,312,279,98,256,33,0,173
2024-11-27,WH-02,Warehouse WH-02,A3-04,MN-5544,MN,129,51,162,176,57,1,363
2025-01-11,WH-02,Warehouse WH-02,A5-05,AX-4312,AX,334,329,93,146,38,0,127
2024-11-25,WH-03,Warehouse WH-03,A5-02,AX-4312,AX,217,209,184,232,40,0,260
2025-09-15,WH-03,Warehouse WH-03,A2-03,AX-4312,AX,217,166,97,218,54,0,233
2025-02-16,WH-01,Warehouse WH-01,A5-04,BR-2208,BR,92,5,83,204,39,0,232
2026-01-03,WH-02,Warehouse WH-02,A5-03,BR-2208,BR,250,166,142,242,41,0,95
2025-05-23,WH-03,Warehouse WH-03,A2-03,BR-2208,BR,299,255,148,236,51,1,65
2024-10-09,WH-03,Warehouse WH-03,A5-04,BR-2208,BR,565,510,173,191,40,1,143
2024-04-18,WH-01,Warehouse WH-01,A4-01,ZX-9910,ZX,18,9,167,135,43,0,364
2024-10-25,WH-02,Warehouse WH-02,A4-01,ZX-9910,ZX,527,448,107,267,35,0,265
2025-03-19,WH-03,Warehouse WH-03,A5-01,BR-2208,BR,508,464,161,228,15,0,30
2025-08-31,WH-03,Warehouse WH-03,A4-01,BR-2208,BR,479,440,170,210,83,1,300
2024-11-17,WH-03,Warehouse WH-03,A5-03,BR-2208,BR,173,168,196,143,73,0,7
2025-07-26,WH-02,Warehouse WH-02,A4-05,BR-2208,BR,5,0,164,229,38,1,145
2026-02-26,WH-01,Warehouse WH-01,A5-03,AX-4312,AX,510,480,116,258,5,1,76
2025-09-26,WH-02,Warehouse WH-02,A2-05,ZX-9910,ZX,318,281,133,249,2,1,140
2024-03-24,WH-01,Warehouse WH-01,A4-05,AX-4312,AX,257,178,173,166,36,1,203
